Num_Restaurants,TotTimeElapsed_sec,ScrapeTime_sec
2507,8249.42,3.89
2508,8252.41,2.99
2509,8255.7,3.29
2510,8258.89,3.19
2511,8264.28,5.39
2512,8268.28,4
2513,8272.03,3.75
2514,8275.81,3.78
2515,8278.89,3.08
2516,8282.44,3.55
2517,8285.7,3.26
2518,8288.44,2.74
2519,8292.97,4.53
2520,8296.5,3.53
2521,8300.27,3.77
2522,8303.3,3.03
2523,8306.73,3.43
2524,8309.61,2.88
2525,8313.02,3.41
2526,8315.98,2.96
2527,8319.12,3.14
2528,8321.98,2.86
2529,8325,3.02
2530,8328.94,3.94
2531,8331.53,2.59
2532,8334.73,3.2
2533,8337.81,3.08
2534,8342.91,5.1
2535,8345.48,2.57
2536,8348.25,2.77
2537,8351.53,3.28
2538,8354.58,3.05
2539,8357.78,3.2
2540,8360.86,3.08
2541,8364.17,3.31
2542,8366.77,2.6
2543,8369.91,3.14
2544,8373.19,3.28
2545,8376.27,3.08
2546,8379.58,3.31
2547,8383.11,3.53
2548,8385.8,2.69
2549,8390.11,4.31
2550,8393.61,3.5
2551,8398.3,4.69
2552,8401.16,2.86
2553,8404.98,3.82
2554,8407.89,2.91
2555,8411.48,3.59
2556,8414.3,2.82
2557,8417.45,3.15
2558,8421.25,3.8
2559,8424.53,3.28
2560,8427.44,2.91
2561,8430.08,2.64
2562,8432.86,2.78
2563,8435.84,2.98
2564,8439.39,3.55
2565,8442.5,3.11
2566,8445.2,2.7
2567,8448.64,3.44
2568,8452.45,3.81
2569,8455.33,2.88
2570,8458.87,3.54
2571,8462,3.13
2572,8464.95,2.95
2573,8469.45,4.5
2574,8472.95,3.5
2575,8476.23,3.28
2576,8479.73,3.5
2577,8491.55,11.82
2578,8495.14,3.59
2579,8498.12,2.98
2580,8501.42,3.3
2581,8504.27,2.85
2582,8506.92,2.65
2583,8509.64,2.72
2584,8512.67,3.03
2585,8515.08,2.41
2586,8518.09,3.01
2587,8520.69,2.6
2588,8523.59,2.9
2589,8527.41,3.82
2590,8531.27,3.86
2591,8534.67,3.4
2592,8537.86,3.19
2593,8540.86,3
2594,8544.31,3.45
2595,8546.87,2.56
2596,8549.19,2.32
2597,8552.06,2.87
2598,8554.11,2.05
2599,8556.61,2.5
2600,8559.37,2.76
2601,8561.92,2.55
2602,8564.7,2.78
2603,8567.7,3
2604,8570.97,3.27
2605,8573.33,2.36
2606,8576.12,2.79
2607,8579.81,3.69
2608,8583.11,3.3
2609,8586.3,3.19
2610,8588.78,2.48
2611,8592.56,3.78
2612,8595.09,2.53
2613,8597.91,2.82
2614,8600.61,2.7
2615,8602.94,2.33
2616,8606.41,3.47
2617,8609.44,3.03
2618,8611.78,2.34
2619,8614.67,2.89
2620,8617.83,3.16
2621,8620.03,2.2
2622,8622.44,2.41
2623,8625.58,3.14
2624,8628.23,2.65
2625,8631.23,3
2626,8633.5,2.27
2627,8636.66,3.16
2628,8639.48,2.82
2629,8642.33,2.85
2630,8645.34,3.01
2631,8648.5,3.16
2632,8652.03,3.53
2633,8654.58,2.55
2634,8657.98,3.4
2635,8660.92,2.94
2636,8663.33,2.41
2637,8667.09,3.76
2638,8669.87,2.78
2639,8672.56,2.69
2640,8675.47,2.91
2641,8677.94,2.47
2642,8681.12,3.18
2643,8684.02,2.9
2644,8687.47,3.45
2645,8690.09,2.62
2646,8692.61,2.52
2647,8695.92,3.31
2648,8699.14,3.22
2649,8701.58,2.44
2650,8704.56,2.98
2651,8707.44,2.88
2652,8711.47,4.03
2653,8713.84,2.37
2654,8716.41,2.57
2655,8719.02,2.61
2656,8723.45,4.43
2657,8726.62,3.17
2658,8730.5,3.88
2659,8733.22,2.72
2660,8735.48,2.26
2661,8738.05,2.57
2662,8740.56,2.51
2663,8743.62,3.06
2664,8746.36,2.74
2665,8749.75,3.39
2666,8752.09,2.34
2667,8754.11,2.02
2668,8756.86,2.75
2669,8759,2.14
2670,8762.06,3.06
2671,8765.16,3.1
2672,8767.45,2.29
2673,8771.27,3.82
2674,8773.62,2.35
2675,8776.7,3.08
2676,8780.39,3.69
2677,8783.81,3.42
2678,8786.87,3.06
2679,8798.02,11.15
2680,8808.19,10.17
2681,8842.84,34.65
2682,8858.69,15.85
2683,8862.23,3.54
2684,8865.16,2.93
2685,8868.14,2.98
2686,8871.83,3.69
2687,8874.59,2.76
2688,8877.48,2.89
2689,8880.61,3.13
2690,8883.56,2.95
2691,8886.62,3.06
2692,8890.37,3.75
2693,8893.84,3.47
2694,8896.53,2.69
2695,8900.2,3.67
2696,8903.28,3.08
2697,8906.7,3.42
2698,8909.39,2.69
2699,8912.44,3.05
2700,8916.08,3.64
2701,8919.34,3.26
2702,8922.45,3.11
2703,8925.58,3.13
2704,8928.87,3.29
2705,8932,3.13
2706,8935.33,3.33
2707,8939.33,4
2708,8942.77,3.44
2709,8945.62,2.85
2710,8948.5,2.88
2711,8952.91,4.41
2712,8955.98,3.07
2713,8958.72,2.74
2714,8961.72,3
2715,8964.94,3.22
2716,8968.03,3.09
2717,8971.12,3.09
2718,8974.52,3.4
2719,8977.3,2.78
2720,8980.5,3.2
2721,8983.28,2.78
2722,8985.86,2.58
2723,8988.52,2.66
2724,8991.41,2.89
2725,8993.86,2.45
2726,8996.64,2.78
2727,9000.47,3.83
2728,9003.48,3.01
2729,9006.56,3.08
2730,9010.2,3.64
2731,9014.16,3.96
2732,9017.89,3.73
2733,9020.78,2.89
2734,9023.45,2.67
2735,9027.03,3.58
2736,9030.7,3.67
2737,9033.8,3.1
2738,9036.64,2.84
2739,9040.05,3.41
2740,9043.31,3.26
2741,9046.42,3.11
2742,9050.14,3.72
2743,9053.45,3.31
2744,9056.97,3.52
2745,9060.16,3.19
2746,9063.61,3.45
2747,9067.19,3.58
2748,9070.34,3.15
2749,9073.72,3.38
2750,9076.25,2.53
2751,9079.27,3.02
2752,9083.62,4.35
2753,9086.67,3.05
2754,9089.81,3.14
2755,9092.97,3.16
2756,9096.09,3.12
2757,9098.87,2.78
2758,9102.31,3.44
2759,9105.83,3.52
2760,9109.17,3.34
2761,9112.48,3.31
2762,9115.72,3.24
2763,9118.27,2.55
2764,9121.31,3.04
2765,9124.03,2.72
2766,9127.53,3.5
2767,9132.02,4.49
2768,9135.05,3.03
2769,9138.3,3.25
2770,9141.75,3.45
2771,9145.16,3.41
2772,9148.05,2.89
2773,9152.45,4.4
2774,9155.97,3.52
2775,9159.2,3.23
2776,9162.37,3.17
2777,9165.55,3.18
2778,9168.87,3.32
2779,9172.06,3.19
2780,9175.28,3.22
2781,9178.22,2.94
2782,9181.56,3.34
2783,9184.67,3.11
2784,9187.25,2.58
2785,9190.52,3.27
2786,9193.48,2.96
2787,9196.22,2.74
2788,9200.02,3.8
2789,9204.02,4
2790,9206.92,2.9
2791,9210.31,3.39
2792,9213.58,3.27
2793,9217.14,3.56
2794,9220.77,3.63
2795,9224.2,3.43
2796,9228.03,3.83
2797,9231.39,3.36
2798,9234.3,2.91
2799,9236.8,2.5
2800,9239.97,3.17
2801,9242.45,2.48
2802,9257.03,14.58
2803,9260.42,3.39
2804,9263.67,3.25
2805,9267.81,4.14
2806,9271.3,3.49
2807,9274.59,3.29
2808,9278.2,3.61
2809,9281.86,3.66
2810,9285.08,3.22
2811,9288.44,3.36
2812,9292.34,3.9
2813,9296.37,4.03
2814,9299.5,3.13
2815,9303.25,3.75
2816,9306.64,3.39
2817,9309.84,3.2
2818,9314.08,4.24
2819,9317.91,3.83
2820,9321.36,3.45
2821,9324.16,2.8
2822,9327.44,3.28
2823,9330.98,3.54
2824,9334.42,3.44
2825,9337.64,3.22
2826,9340.91,3.27
2827,9344.08,3.17
2828,9347.91,3.83
2829,9350.34,2.43
2830,9353.25,2.91
2831,9355.91,2.66
2832,9359.12,3.21
2833,9363.45,4.33
2834,9366.41,2.96
2835,9369.98,3.57
2836,9373.56,3.58
2837,9377.12,3.56
2838,9380.2,3.08
2839,9383.72,3.52
2840,9387.12,3.4
2841,9389.94,2.82
2842,9393.59,3.65
2843,9396.44,2.85
2844,9399.33,2.89
2845,9402.84,3.51
2846,9406.33,3.49
2847,9409.97,3.64
2848,9413.86,3.89
2849,9417.59,3.73
2850,9421.22,3.63
2851,9424.45,3.23
2852,9427.56,3.11
2853,9431.36,3.8
2854,9433.98,2.62
2855,9437.47,3.49
2856,9440.64,3.17
2857,9443.86,3.22
2858,9448.09,4.23
2859,9451.59,3.5
2860,9454.64,3.05
2861,9457.61,2.97
2862,9460.98,3.37
2863,9465.09,4.11
2864,9467.89,2.8
2865,9471.22,3.33
2866,9474.31,3.09
2867,9477.62,3.31
2868,9480.78,3.16
2869,9483.75,2.97
2870,9487.11,3.36
2871,9490.3,3.19
2872,9494.87,4.57
2873,9498.19,3.32
2874,9501.45,3.26
2875,9504.23,2.78
2876,9507.17,2.94
2877,9510.47,3.3
2878,9513.75,3.28
2879,9517.11,3.36
2880,9522.98,5.87
2881,9525.75,2.77
2882,9529.86,4.11
2883,9533.37,3.51
2884,9537.25,3.88
2885,9541.08,3.83
2886,9544,2.92
2887,9547.36,3.36
2888,9550.28,2.92
2889,9553.52,3.24
2890,9557.08,3.56
2891,9560.39,3.31
2892,9563.02,2.63
2893,9566.14,3.12
2894,9569.59,3.45
2895,9572.37,2.78
2896,9575.12,2.75
2897,9578.53,3.41
2898,9581.31,2.78
2899,9584.41,3.1
2900,9587.31,2.9
2901,9590.52,3.21
2902,9592.95,2.43
2903,9596.22,3.27
2904,9599.44,3.22
2905,9602.56,3.12
2906,9606.09,3.53
2907,9608.75,2.66
2908,9612.31,3.56
2909,9615.16,2.85
2910,9619.2,4.04
2911,9622.61,3.41
2912,9625.62,3.01
2913,9629.05,3.43
2914,9632.58,3.53
2915,9635.7,3.12
2916,9638.39,2.69
2917,9641.19,2.8
2918,9644.5,3.31
2919,9647.56,3.06
2920,9651.14,3.58
2921,9654.5,3.36
2922,9664.52,10.02
2923,9667.58,3.06
2924,9671.61,4.03
2925,9675.31,3.7
2926,9678.67,3.36
2927,9682.23,3.56
2928,9685.64,3.41
2929,9689.48,3.84
2930,9692.91,3.43
2931,9695.91,3
2932,9699.16,3.25
2933,9703.08,3.92
2934,9705.83,2.75
2935,9709.33,3.5
2936,9712.16,2.83
2937,9716.22,4.06
2938,9719.05,2.83
2939,9722.33,3.28
2940,9725.44,3.11
2941,9729.34,3.9
2942,9732.87,3.53
2943,9736.05,3.18
2944,9739.55,3.5
2945,9742.56,3.01
2946,9745.47,2.91
2947,9748.55,3.08
2948,9751.7,3.15
2949,9755.12,3.42
2950,9758.48,3.36
2951,9761.48,3
2952,9765.7,4.22
2953,9769.02,3.32
2954,9771.66,2.64
2955,9775.36,3.7
2956,9778.48,3.12
2957,9782.17,3.69
2958,9785.11,2.94
2959,9788.86,3.75
2960,9792.66,3.8
2961,9795.58,2.92
2962,9809.11,13.53
2963,9813.3,4.19
2964,9816.55,3.25
2965,9819.78,3.23
2966,9823.36,3.58
2967,9826.7,3.34
2968,9829.78,3.08
2969,9832.94,3.16
2970,9836.73,3.79
2971,9840.11,3.38
2972,9843.08,2.97
2973,9846.42,3.34
2974,9850.05,3.63
2975,9853.02,2.97
2976,9856.28,3.26
2977,9859.52,3.24
2978,9862.39,2.87
2979,9865.78,3.39
2980,9868.94,3.16
2981,9871.92,2.98
2982,9875.11,3.19
2983,9877.83,2.72
2984,9882.2,4.37
2985,9885.72,3.52
2986,9889.05,3.33
2987,9892.58,3.53
2988,9895.42,2.84
2989,9898.77,3.35
2990,9902.52,3.75
2991,9905.62,3.1
2992,9908.84,3.22
2993,9912.48,3.64
2994,9915.62,3.14
2995,9919.03,3.41
2996,9922.42,3.39
2997,9926.58,4.16
2998,9929.12,2.54
2999,9932.02,2.9
3000,9935.5,3.48
3001,9938.66,3.16
3002,9942.19,3.53
3003,9944.91,2.72
3004,9947.89,2.98
3005,9950.69,2.8
3006,9953.22,2.53
3007,9956.12,2.9
3008,9959.94,3.82
3009,9963.05,3.11
3010,9966.59,3.54
3011,9969.75,3.16
3012,9972.94,3.19
3013,9976.37,3.43
3014,9979.36,2.99
3015,9982.75,3.39
3016,9985.73,2.98
3017,9990.5,4.77
3018,9993.61,3.11
3019,9996.8,3.19
3020,10000.36,3.56
3021,10003.05,2.69
3022,10006.14,3.09
3023,10008.53,2.39
3024,10011.56,3.03
3025,10014.61,3.05
3026,10017.8,3.19
3027,10020.61,2.81
3028,10023.7,3.09
3029,10026.48,2.78
3030,10029.84,3.36
3031,10033.44,3.6
3032,10036.36,2.92
3033,10039.31,2.95
3034,10041.84,2.53
3035,10044.66,2.82
3036,10047.44,2.78
3037,10050.77,3.33
3038,10053.64,2.87
3039,10056.66,3.02
3040,10059.72,3.06
3041,10062.64,2.92
3042,10065.64,3
3043,10068.44,2.8
3044,10071.7,3.26
3045,10075.17,3.47
3046,10078.36,3.19
3047,10081.03,2.67
3048,10083.69,2.66
3049,10086.33,2.64
3050,10088.86,2.53
3051,10092.25,3.39
3052,10095.47,3.22
3053,10099.05,3.58
3054,10102.03,2.98
3055,10105.41,3.38
3056,10109.41,4
3057,10112.53,3.12
3058,10115.31,2.78
3059,10118.31,3
3060,10122.17,3.86
3061,10125.87,3.7
3062,10129.16,3.29
3063,10131.61,2.45
3064,10134.06,2.45
3065,10137.2,3.14
3066,10140.23,3.03
3067,10142.94,2.71
3068,10146.19,3.25
3069,10149,2.81
3070,10152.09,3.09
3071,10154.66,2.57
3072,10157.91,3.25
3073,10161.97,4.06
3074,10164.64,2.67
3075,10167.73,3.09
3076,10171.06,3.33
3077,10174.28,3.22
3078,10178.28,4
3079,10181.05,2.77
3080,10183.41,2.36
3081,10186.28,2.87
3082,10199.86,13.58
3083,10203.41,3.55
3084,10206.45,3.04
3085,10209.81,3.36
3086,10213.78,3.97
3087,10216.75,2.97
3088,10220.53,3.78
3089,10223.7,3.17
3090,10227,3.3
3091,10229.83,2.83
3092,10232.81,2.98
3093,10236.53,3.72
3094,10239.87,3.34
3095,10243.42,3.55
3096,10246.62,3.2
3097,10249.41,2.79
3098,10252.53,3.12
3099,10255.61,3.08
3100,10258.98,3.37
3101,10261.95,2.97
3102,10265.23,3.28
3103,10268.53,3.3
3104,10272.27,3.74
3105,10275.12,2.85
3106,10278.12,3
3107,10281.02,2.9
3108,10284.56,3.54
3109,10287.92,3.36
3110,10291.66,3.74
3111,10294.42,2.76
3112,10297.89,3.47
3113,10301.48,3.59
3114,10304.33,2.85
3115,10307.66,3.33
3116,10310.59,2.93
3117,10313.83,3.24
3118,10316.78,2.95
3119,10320.25,3.47
3120,10322.98,2.73
3121,10325.73,2.75
3122,10328.53,2.8
3123,10332.44,3.91
3124,10335.64,3.2
3125,10338.78,3.14
3126,10343.17,4.39
3127,10346.91,3.74
3128,10350.06,3.15
3129,10352.75,2.69
3130,10356.52,3.77
3131,10359.67,3.15
3132,10363.44,3.77
3133,10366.7,3.26
3134,10369.89,3.19
3135,10372.95,3.06
3136,10376.3,3.35
3137,10379.37,3.07
3138,10382.44,3.07
3139,10385.87,3.43
3140,10388.91,3.04
3141,10392.36,3.45
3142,10395.94,3.58
3143,10398.84,2.9
3144,10401.73,2.89
3145,10404.09,2.36
3146,10407.3,3.21
3147,10410.62,3.32
3148,10414.27,3.65
3149,10417.64,3.37
3150,10421.58,3.94
3151,10424.2,2.62
3152,10427.25,3.05
3153,10431.08,3.83
3154,10434.37,3.29
3155,10437.45,3.08
3156,10441.25,3.8
3157,10444.89,3.64
3158,10448.09,3.2
3159,10451.92,3.83
3160,10454.84,2.92
3161,10457.87,3.03
3162,10461.06,3.19
3163,10463.81,2.75
3164,10466.75,2.94
3165,10470.34,3.59
3166,10473.5,3.16
3167,10476.81,3.31
3168,10479.98,3.17
3169,10483.09,3.11
3170,10485.89,2.8
3171,10488.89,3
3172,10491.55,2.66
3173,10495.2,3.65
3174,10498.47,3.27
3175,10501.08,2.61
3176,10504.05,2.97
3177,10507.12,3.07
3178,10510.89,3.77
3179,10514.06,3.17
3180,10517.06,3
3181,10519.64,2.58
3182,10522.98,3.34
3183,10526.5,3.52
3184,10529.12,2.62
3185,10531.98,2.86
3186,10534.8,2.82
3187,10537.69,2.89
3188,10540.3,2.61
3189,10543.61,3.31
3190,10546.61,3
3191,10550.02,3.41
3192,10552.91,2.89
3193,10555.48,2.57
3194,10559.23,3.75
3195,10562.41,3.18
3196,10565.83,3.42
3197,10568.75,2.92
3198,10571.87,3.12
3199,10574.73,2.86
3200,10577.94,3.21
3201,10580.78,2.84
3202,10593.94,13.16
3203,10597.27,3.33
3204,10599.89,2.62
3205,10602.89,3
3206,10606.33,3.44
3207,10609.23,2.9
3208,10612.42,3.19
3209,10615.22,2.8
3210,10617.91,2.69
3211,10621.39,3.48
3212,10623.89,2.5
3213,10627.41,3.52
3214,10630.87,3.46
3215,10633.87,3
3216,10636.84,2.97
3217,10639.8,2.96
3218,10642.75,2.95
3219,10645.94,3.19
3220,10648.56,2.62
3221,10651.47,2.91
3222,10654.45,2.98
3223,10657.67,3.22
3224,10660.5,2.83
3225,10663.55,3.05
3226,10666.36,2.81
3227,10669.39,3.03
3228,10672.41,3.02
3229,10675.27,2.86
3230,10678.37,3.1
3231,10681.37,3
3232,10684.66,3.29
3233,10687.66,3
3234,10690.78,3.12
3235,10693.7,2.92
3236,10696.05,2.35
3237,10698.89,2.84
3238,10701.73,2.84
3239,10704.44,2.71
3240,10707.52,3.08
3241,10711.72,4.2
3242,10714.37,2.65
3243,10717.53,3.16
3244,10720.08,2.55
3245,10722.91,2.83
3246,10725.44,2.53
3247,10728.47,3.03
3248,10731.55,3.08
3249,10734.25,2.7
3250,10737.87,3.62
3251,10741.36,3.49
3252,10744.03,2.67
3253,10746.95,2.92
3254,10749.87,2.92
3255,10753.12,3.25
3256,10756,2.88
3257,10758.69,2.69
3258,10762.64,3.95
3259,10765.59,2.95
3260,10768.25,2.66
3261,10771.16,2.91
3262,10774.06,2.9
3263,10777.45,3.39
3264,10781.95,4.5
3265,10785.45,3.5
3266,10788.11,2.66
3267,10791.73,3.62
3268,10794.56,2.83
3269,10797.67,3.11
3270,10800.36,2.69
3271,10803.61,3.25
3272,10806.41,2.8
3273,10808.92,2.51
3274,10812.92,4
3275,10816,3.08
3276,10819.3,3.3
3277,10822.47,3.17
3278,10824.97,2.5
3279,10827.86,2.89
3280,10831.06,3.2
3281,10833.84,2.78
3282,10836.86,3.02
3283,10839.62,2.76
3284,10842.11,2.49
3285,10845.3,3.19
3286,10847.77,2.47
3287,10850.7,2.93
3288,10853.59,2.89
3289,10856.66,3.07
3290,10859.19,2.53
3291,10861.87,2.68
3292,10864.3,2.43
3293,10867.25,2.95
3294,10871.25,4
3295,10874.31,3.06
3296,10877.44,3.13
3297,10880.03,2.59
3298,10883.14,3.11
3299,10886.17,3.03
3300,10889.08,2.91
3301,10892.61,3.53
3302,10895.52,2.91
3303,10898.5,2.98
3304,10901.31,2.81
3305,10904.33,3.02
3306,10907.56,3.23
3307,10909.91,2.35
3308,10912.72,2.81
3309,10915.91,3.19
3310,10918.73,2.82
3311,10921.91,3.18
3312,10924.45,2.54
3313,10926.97,2.52
3314,10929.7,2.73
3315,10932.75,3.05
3316,10935.56,2.81
3317,10938.52,2.96
3318,10941.81,3.29
3319,10944.81,3
3320,10947.61,2.8
3321,10950.7,3.09
3322,10960.34,9.64
3323,10963.22,2.88
3324,10966.55,3.33
3325,10970.69,4.14
3326,10973.66,2.97
3327,10976.64,2.98
3328,10980.84,4.2
3329,10984.05,3.21
3330,10987.16,3.11
3331,10990.66,3.5
3332,10994.12,3.46
3333,10997.08,2.96
3334,11000.5,3.42
3335,11003.02,2.52
3336,11006.09,3.07
3337,11010.34,4.25
3338,11014.14,3.8
3339,11017.03,2.89
3340,11020.34,3.31
3341,11023.11,2.77
3342,11026.64,3.53
3343,11029.87,3.23
3344,11032.7,2.83
3345,11035.22,2.52
3346,11038.08,2.86
3347,11041.06,2.98
3348,11044.19,3.13
3349,11047.53,3.34
3350,11050.87,3.34
3351,11053.67,2.8
3352,11057.03,3.36
3353,11060.3,3.27
3354,11063.56,3.26
3355,11066.28,2.72
3356,11069.44,3.16
3357,11072.34,2.9
3358,11075.58,3.24
3359,11078.5,2.92
3360,11082.52,4.02
3361,11085.19,2.67
3362,11093.48,8.29
3363,11096.64,3.16
3364,11099.95,3.31
3365,11104.31,4.36
3366,11107.16,2.85
3367,11110.61,3.45
3368,11114.12,3.51
3369,11117.03,2.91
3370,11120.47,3.44
3371,11123.77,3.3
3372,11126.87,3.1
3373,11129.8,2.93
3374,11133,3.2
3375,11135.94,2.94
3376,11138.52,2.58
3377,11142.22,3.7
3378,11145.37,3.15
3379,11148.52,3.15
3380,11151.48,2.96
3381,11154.52,3.04
3382,11157.53,3.01
3383,11160.84,3.31
3384,11163.78,2.94
3385,11167.14,3.36
3386,11170.5,3.36
3387,11173.39,2.89
3388,11176.48,3.09
3389,11179.45,2.97
3390,11183.12,3.67
3391,11185.77,2.65
3392,11188.48,2.71
3393,11191.77,3.29
3394,11194.28,2.51
3395,11197.03,2.75
3396,11199.67,2.64
3397,11202.61,2.94
3398,11205.37,2.76
3399,11207.95,2.58
3400,11210.72,2.77
3401,11213.77,3.05
3402,11226.17,12.4
3403,11229.05,2.88
3404,11232.84,3.79
3405,11235.39,2.55
3406,11238.22,2.83
3407,11241.73,3.51
3408,11245.52,3.79
3409,11248.19,2.67
3410,11250.78,2.59
3411,11253.95,3.17
3412,11256.56,2.61
3413,11260.42,3.86
3414,11263.31,2.89
3415,11265.48,2.17
3416,11268.52,3.04
3417,11272.34,3.82
3418,11274.75,2.41
3419,11277.45,2.7
3420,11280.05,2.6
3421,11282.83,2.78
3422,11285.22,2.39
3423,11288.16,2.94
3424,11292,3.84
3425,11294.87,2.87
3426,11298.19,3.32
3427,11300.67,2.48
3428,11303.5,2.83
3429,11305.95,2.45
3430,11308.58,2.63
3431,11311.44,2.86
3432,11314.47,3.03
3433,11317.72,3.25
3434,11320.45,2.73
3435,11322.81,2.36
3436,11326.89,4.08
3437,11329.7,2.81
3438,11332.37,2.67
3439,11335.03,2.66
3440,11337.61,2.58
3441,11340.7,3.09
3442,11342.94,2.24
3443,11345.91,2.97
3444,11348.08,2.17
3445,11351.41,3.33
3446,11353.83,2.42
3447,11357.5,3.67
3448,11360.84,3.34
3449,11363.52,2.68
3450,11366.73,3.21
3451,11369.67,2.94
3452,11372.16,2.49
3453,11374.58,2.42
3454,11377.03,2.45
3455,11380.7,3.67
3456,11383.02,2.32
3457,11385.83,2.81
3458,11389.41,3.58
3459,11391.98,2.57
3460,11395.22,3.24
3461,11398.42,3.2
3462,11401.06,2.64
3463,11403.73,2.67
3464,11406.47,2.74
3465,11409.25,2.78
3466,11412.58,3.33
3467,11415.53,2.95
3468,11418.12,2.59
3469,11420.72,2.6
3470,11423.33,2.61
3471,11426.48,3.15
3472,11429.12,2.64
3473,11432.37,3.25
3474,11435.14,2.77
3475,11437.61,2.47
3476,11440.81,3.2
3477,11443.64,2.83
3478,11447.08,3.44
3479,11450.08,3
3480,11452.25,2.17
3481,11454.58,2.33
3482,11457.89,3.31
3483,11461.05,3.16
3484,11464.47,3.42
3485,11467.61,3.14
3486,11470.8,3.19
3487,11473.48,2.68
3488,11476.47,2.99
3489,11479.67,3.2
3490,11482.33,2.66
3491,11485.5,3.17
3492,11490.61,5.11
3493,11493.73,3.12
3494,11498.08,4.35
3495,11504.41,6.33
3496,11516.84,12.43
3497,11557.64,40.8
3498,11586.84,29.2
3499,11590.2,3.36
3500,11593.72,3.52
3501,11596.41,2.69
3502,11599.2,2.79
3503,11602.66,3.46
3504,11606.81,4.15
3505,11609.83,3.02
3506,11613.03,3.2
3507,11615.66,2.63
3508,11618.58,2.92
3509,11621.03,2.45
3510,11623.73,2.7
3511,11626.69,2.96
3512,11629.97,3.28
3513,11633.16,3.19
3514,11636.47,3.31
3515,11638.87,2.4
3516,11642.48,3.61
3517,11645.48,3
3518,11651.36,5.88
3519,11654.12,2.76
3520,11657.19,3.07
3521,11659.62,2.43
3522,11662.34,2.72
3523,11665.5,3.16
3524,11667.73,2.23
3525,11670.66,2.93
3526,11673.78,3.12
3527,11676.36,2.58
3528,11679,2.64
3529,11681.94,2.94
3530,11684.97,3.03
3531,11688.33,3.36
3532,11691.22,2.89
3533,11693.87,2.65
3534,11697.05,3.18
3535,11699.66,2.61
3536,11702.58,2.92
3537,11705.25,2.67
3538,11707.86,2.61
3539,11711.02,3.16
3540,11714.09,3.07
3541,11716.83,2.74
3542,11720.27,3.44
3543,11722.95,2.68
3544,11725.89,2.94
3545,11728.61,2.72
3546,11732.23,3.62
3547,11735.72,3.49
3548,11738.3,2.58
3549,11742.48,4.18
3550,11746.22,3.74
3551,11749.64,3.42
3552,11752.25,2.61
3553,11755.3,3.05
3554,11757.7,2.4
3555,11760.53,2.83
3556,11763.23,2.7
3557,11766.19,2.96
3558,11769.83,3.64
3559,11772.84,3.01
3560,11775.61,2.77
3561,11778.89,3.28
3562,11781.53,2.64
3563,11785.03,3.5
3564,11788.94,3.91
3565,11792.09,3.15
3566,11794.75,2.66
3567,11798.23,3.48
3568,11800.86,2.63
3569,11803.41,2.55
3570,11806.62,3.21
3571,11809.7,3.08
3572,11812.87,3.17
3573,11815.31,2.44
3574,11817.8,2.49
3575,11821.34,3.54
3576,11825.08,3.74
3577,11827.61,2.53
3578,11830.86,3.25
3579,11833.91,3.05
3580,11836.84,2.93
3581,11839.69,2.85
3582,11843.16,3.47
3583,11846.22,3.06
3584,11849.09,2.87
3585,11851.83,2.74
3586,11854.3,2.47
3587,11856.61,2.31
3588,11859.11,2.5
3589,11862.22,3.11
3590,11865.37,3.15
3591,11868.5,3.13
3592,11871.42,2.92
3593,11874.8,3.38
3594,11877.87,3.07
3595,11881.31,3.44
3596,11884.53,3.22
3597,11887.52,2.99
3598,11890.45,2.93
3599,11893.14,2.69
3600,11895.89,2.75
3601,11898.7,2.81
3602,11901.45,2.75
3603,11904.22,2.77
3604,11907.36,3.14
3605,11910.92,3.56
3606,11913.25,2.33
3607,11916.2,2.95
3608,11918.94,2.74
3609,11921.58,2.64
3610,11924.27,2.69
3611,11927.33,3.06
3612,11930.31,2.98
3613,11932.97,2.66
3614,11935.53,2.56
3615,11938.53,3
3616,11942.42,3.89
3617,11945.16,2.74
3618,11958.98,13.82
3619,11962.03,3.05
3620,11965.08,3.05
3621,11969.16,4.08
3622,11972.22,3.06
3623,11975.16,2.94
3624,11977.91,2.75
3625,11981.14,3.23
3626,11984.23,3.09
3627,11986.98,2.75
3628,11989.66,2.68
3629,11992.81,3.15
3630,11995.87,3.06
3631,11998.67,2.8
3632,12002.97,4.3
3633,12005.87,2.9
3634,12008.48,2.61
3635,12012.16,3.68
3636,12014.84,2.68
3637,12018.86,4.02
3638,12022.17,3.31
3639,12025.36,3.19
3640,12028.27,2.91
3641,12031.14,2.87
3642,12034.19,3.05
3643,12037.39,3.2
3644,12040.66,3.27
3645,12043,2.34
3646,12046.8,3.8
3647,12049.87,3.07
3648,12052.83,2.96
3649,12055.75,2.92
3650,12058.37,2.62
3651,12062.06,3.69
3652,12064.95,2.89
3653,12067.84,2.89
3654,12071.33,3.49
3655,12074.28,2.95
3656,12077.53,3.25
3657,12080.7,3.17
3658,12090.69,9.99
3659,12093.87,3.18
3660,12097.41,3.54
3661,12100.92,3.51
3662,12104.34,3.42
3663,12107.47,3.13
3664,12110.95,3.48
3665,12113.56,2.61
3666,12117.47,3.91
3667,12120.58,3.11
3668,12123.53,2.95
3669,12126.86,3.33
3670,12130.39,3.53
3671,12133.97,3.58
3672,12137.19,3.22
3673,12140.48,3.29
3674,12143.2,2.72
3675,12146.52,3.32
3676,12149.53,3.01
